sampleID,antigen,FMedian,replicate
J0121,SERA3,36675,3
J0121,P41,3316,1
J0121,RON3,10407,1
J0121,PF92,10573,1
J0121,MSRP1,65535,1
J0121,EBA175,65535,1
J0121,TLP,11375,1
J0121,PF3D7_0606800,4558,1
J0121,PFA0135W,4672,1
J0121,P41,3798,2
J0121,RON3,9776,2
J0121,PF92,11949,2
J0121,MSRP1,65535,2
J0121,EBA175,65535,2
J0121,TLP,12068,2
J0121,PF3D7_0606800,4585,2
J0121,PFA0135W,4644,2
J0121,P41,3353,3
J0121,RON3,8224,3
J0121,PF92,8986,3
J0121,MSRP1,65535,3
J0121,EBA175,65535,3
J0121,TLP,9620,3
J0121,PF3D7_0606800,4061,3
J0121,PFA0135W,3836,3
J0121,PF3D7_0525800(IMC1g),17613,1
J0121,PF3D7_1460600(ISP3),10003,1
J0121,PF3D7_1455300,5382,1
J0121,PF3D7_1025300,1300,1
J0121,PF3D7_0925900,3558,1
J0121,PF3D7_0831400,10552,1
J0121,PF3D7_0730800.2,65535,1
J0121,PF3D7_1407800(PM4),1442,1
J0121,PF3D7_0525800(IMC1g),17634,2
J0121,PF3D7_1460600(ISP3),9532,2
J0121,PF3D7_1455300,5581,2
J0121,PF3D7_1025300,1159,2
J0121,PF3D7_0925900,3196,2
J0121,PF3D7_0831400,10533,2
J0121,PF3D7_0730800.2,65535,2
J0121,PF3D7_1407800(PM4),1364,2
J0121,PF3D7_0525800(IMC1g),15787,3
J0121,PF3D7_1460600(ISP3),8095,3
J0121,PF3D7_1455300,5242,3
J0121,PF3D7_1025300,1096,3
J0121,PF3D7_0925900,2961,3
J0121,PF3D7_0831400,8783,3
J0121,PF3D7_0730800.2,65535,3
J0121,PF3D7_1407800(PM4),1300,3
J0121,PF3D7_0629500_SEG2,41564,1
J0121,PF3D7_1345100,9071,1
J0121,PF3D7_0206200,6098,1
J0121,PF3D7_1105800,7644,1
J0121,PTRAMP,34868,1
J0121,EBA181,19953,1
J0121,CD4TAG,4480,1
J0121,SERA2,10804,1
J0121,PF3D7_0629500_SEG2,42191,2
J0121,PF3D7_1345100,8788,2
J0121,PF3D7_0206200,5829,2
J0121,PF3D7_1105800,8180,2
J0121,PTRAMP,34525,2
J0121,EBA181,20400,2
J0121,CD4TAG,4574,2
J0121,SERA2,11037,2
