ATF	1.0
30	41    
"Type=GenePix Export 3"
"DateTime=2017/08/29 15:50:50"
"Settings="
"GalFile=Z:\Multicenter study\gal file\gal file_4`.gal"
"PixelSize=10"
"Wavelengths=635"
"ImageFiles=Z:\Multicenter study\28_08-2017\datascan_28-8\KK2-18.tif 0"
"NormalizationMethod=None"
"NormalizationFactors=1"
"JpegImage="
"StdDev=Type 1"
"RatioFormulations=W1/W2 (635/594)"
"FeatureType=Circular"
"Barcode="
"BackgroundSubtraction=LocalFeature"
"ImageOrigin=0, 0"
"JpegOrigin=1720, 830"
"Creator=GenePix Pro 7.3.0.0"
"Scanner=GenePix 4300 [141110]"
"FocusPosition=0"
"Temperature=0"
"LinesAveraged=1"
"Comment="
"PMTGain=400"
"ScanPower=100"
"LaserPower=0.65"
"Filters=Standard Red"
"ScanRegion=0,0,2200,7200"
"ScanArea=1"
"Supplier="
"Flags"	"Normalize"	"Autoflag"	"Block"	"Column"	"Row"	"Name"	"ID"	"X"	"Y"	"Dia."	"F635 Median"	"F635 Mean"	"F635 SD"	"F635 CV"	"B635"	"B635 Median"	"B635 Mean"	"B635 SD"	"B635 CV"	"% > B635+1SD"	"% > B635+2SD"	"F635 % Sat."	"F635 Total Intensity"	"SNR 635"	"Ratio of Medians (635/594)"	"Ratio of Means (635/594)"	"Median of Ratios (635/594)"	"Mean of Ratios (635/594)"	"Ratios SD (635/594)"	"Rgn Ratio (635/594)"	"Rgn R2 (635/594)"	"Log Ratio (635/594)"	"F635 Median - B635"	"F635 Mean - B635"	"Sum of Medians (635/594)"	"Sum of Means (635/594)"	"F Pixels"	"B Pixels"	"Circularity"	"Index"
0	0	0	41	3	1	"ETRAMP10.2"	"1H3"	16520	55160	150	15438	18301	9405	51	3459	3459	4887	7236	148	90	37	1	2854957	1.854	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	11979	14842	11979	14842	156	972	100	7683
0	0	0	41	4	1	"GAMA"	"1D5"	16750	55160	150	65535	61545	13023	21	3627	3627	5626	9153	162	97	96	88	9601067	6.109	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	61908	57918	61908	57918	156	972	100	7684
0	0	0	41	5	1	"MSRP4"	"1F5"	16980	55160	150	65535	65061	3605	5	3634	3634	5459	8265	151	100	100	97	10149507	7.211	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	61901	61427	61901	61427	156	972	100	7685
0	0	0	41	6	1	"MSP4"	"1B1"	17210	55160	150	65535	65473	758	1	3798	3798	5716	8700	152	100	100	99	10213838	6.869	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	61737	61675	61737	61675	156	972	100	7686
0	0	0	41	7	1	"RAMA"	"1H1"	17440	55160	150	65535	62966	9450	15	3242	3242	4970	8149	163	99	99	91	9822719	7.117	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	62293	59724	62293	59724	156	972	100	7687
0	0	0	41	8	1	"ASP"	"1D3"	17670	55160	150	65535	59378	15701	26	3018	3018	5616	10451	186	96	92	79	9262923	5.144	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	62517	56360	62517	56360	156	972	100	7688
0	0	0	41	1	2	"Landmark"	"1F1"	16060	55390	150	65535	65535	0	0	5913	5913	12242	16499	134	100	100	100	10223460	3.230	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	59622	59622	59622	59622	156	972	100	7689
0	0	0	41	2	2	"MSP3.6"	"1B3"	16290	55390	150	49200	47488	13744	28	3813	3813	6798	10085	148	99	96	7	7408134	4.035	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	45387	43675	45387	43675	156	872	100	7690
0	0	0	41	3	2	"ETRAMP10.2"	"1H3"	16520	55390	150	12633	14261	6536	45	3481	3481	4743	5719	120	88	31	0	2224736	1.664	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	9152	10780	9152	10780	156	872	100	7691
0	0	0	41	4	2	"GAMA"	"1D5"	16750	55390	150	65535	60480	14094	23	3611	3611	7438	12701	170	95	94	85	9434811	4.176	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	61924	56869	61924	56869	156	872	100	7692
0	0	0	41	5	2	"MSRP4"	"1F5"	16980	55390	150	65535	62255	11616	18	3719	3719	7661	12697	165	98	96	90	9711837	4.300	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	61816	58536	61816	58536	156	872	100	7693
0	0	0	41	6	2	"MSP4"	"1B1"	17210	55390	150	65535	64933	3941	6	3831	3831	7679	12654	164	100	99	94	10129547	4.525	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	61704	61102	61704	61102	156	872	100	7694
0	0	0	41	7	2	"RAMA"	"1H1"	17440	55390	150	65535	62332	11116	17	3263	3263	6309	10698	169	99	95	88	9723744	5.237	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	62272	59069	62272	59069	156	872	100	7695
0	0	0	41	8	2	"ASP"	"1D3"	17670	55390	150	65535	60021	15000	24	3148	3148	7190	12908	179	94	92	78	9363204	4.093	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	62387	56873	62387	56873	156	872	100	7696
0	0	0	41	1	3	"Landmark"	"1F1"	16060	55620	150	65535	65535	0	0	4752	4752	11682	17296	148	100	100	100	10223460	3.114	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	60783	60783	60783	60783	156	972	100	7697
0	0	0	41	2	3	"MSP3.6"	"1B3"	16290	55620	150	45433	48175	10951	22	3977	3977	6901	9706	140	100	100	6	7515242	4.252	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	41456	44198	41456	44198	156	872	100	7698
0	0	0	41	3	3	"ETRAMP10.2"	"1H3"	16520	55620	150	17699	20034	10814	53	3671	3671	5594	6528	116	96	54	1	3125232	2.212	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	14028	16363	14028	16363	156	872	100	7699
0	0	0	41	4	3	"GAMA"	"1D5"	16750	55620	150	65535	62728	10508	16	3413	3413	6859	11438	166	98	96	90	9785633	4.885	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	62122	59315	62122	59315	156	872	100	7700
0	0	0	41	5	3	"MSRP4"	"1F5"	16980	55620	150	65535	63235	9322	14	3442	3442	8092	13840	171	99	96	92	9864608	3.984	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	62093	59793	62093	59793	156	872	100	7701
0	0	0	41	6	3	"MSP4"	"1B1"	17210	55620	150	65535	65313	2261	3	3557	3557	8253	13924	168	100	100	98	10188890	4.098	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	61978	61756	61978	61756	156	872	100	7702
0	0	0	41	7	3	"RAMA"	"1H1"	17440	55620	150	65535	64422	5436	8	3238	3238	5921	9708	163	100	99	94	10049838	6.026	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	62297	61184	62297	61184	156	872	100	7703
0	0	0	41	8	3	"ASP"	"1D3"	17670	55620	150	65535	62649	10528	16	3436	3436	6700	11130	166	99	96	92	9773215	5.027	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	62099	59213	62099	59213	156	872	100	7704
0	0	0	41	1	4	"PFD1130W"	"1F2"	16060	55850	150	10510	13162	8074	61	3991	3991	7587	13051	172	14	6	0	2053279	0.427	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	6519	9171	6519	9171	156	972	100	7705
0	0	0	41	2	4	"EBA 140"	"1B4"	16290	55850	150	3952	3975	208	5	4216	4216	5096	3945	77	0	0	0	620045	-0.284	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-264	-241	-264	-241	156	872	100	7706
0	0	0	41	3	4	"MSRP2"	"1H4"	16520	55850	150	65535	65463	392	0	4437	4437	5653	4940	87	100	100	90	10212205	12.107	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	61098	61026	61098	61026	156	872	100	7707
0	0	0	41	4	4	"MSRP5"	"1D6"	16750	55850	150	7411	9040	5800	64	3659	3659	5430	7544	138	15	4	0	1410252	0.479	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	3752	5381	3752	5381	156	872	100	7708
0	0	0	41	5	4	"P34"	"1F6"	16980	55850	150	10144	13032	9468	72	3382	3382	5743	9913	172	28	10	1	2033035	0.735	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	6762	9650	6762	9650	156	872	100	7709
0	0	0	41	6	4	"MSP8"	"1B2"	17210	55850	150	65204	60605	8365	13	3385	3385	5705	9594	168	100	99	47	9454341	5.722	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	61819	57220	61819	57220	156	872	100	7710
0	0	0	41	7	4	"P12"	"1H2"	17440	55850	150	15919	18865	10373	54	3186	3186	4413	5309	120	93	60	1	2943000	2.722	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	12733	15679	12733	15679	156	872	100	7711
0	0	0	41	8	4	"MSP6"	"1D4"	17670	55850	150	65535	59443	16027	26	3552	3552	6653	11114	167	93	92	83	9273154	4.750	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	61983	55891	61983	55891	156	872	100	7712
0	0	0	41	1	5	"PFD1130W"	"1F2"	16060	56080	150	10976	12134	4743	39	4423	4423	4737	1231	25	99	97	0	1892899	6.009	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	6553	7711	6553	7711	156	972	100	7713
0	0	0	41	2	5	"EBA 140"	"1B4"	16290	56080	150	5136	5186	442	8	5269	5269	6174	4501	72	0	0	0	809059	-0.220	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-133	-83	-133	-83	156	872	100	7714
0	0	0	41	3	5	"MSRP2"	"1H4"	16520	56080	150	65535	64788	4411	6	5538	5538	7417	6994	94	100	100	90	10106938	8.203	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	59997	59250	59997	59250	156	872	100	7715
0	0	0	41	4	5	"MSRP5"	"1D6"	16750	56080	150	9566	12394	9415	75	3981	3981	5002	4748	94	58	24	1	1933391	1.557	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	5585	8413	5585	8413	156	872	100	7716
0	0	0	41	5	5	"P34"	"1F6"	16980	56080	150	10142	13140	10058	76	3601	3601	4272	3489	81	74	48	0	2049888	2.542	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	6541	9539	6541	9539	156	872	100	7717
0	0	0	41	6	5	"MSP8"	"1B2"	17210	56080	150	63806	55912	15268	27	3458	3458	4334	4034	93	99	96	43	8722303	12.786	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	60348	52454	60348	52454	156	872	100	7718
0	0	0	41	7	5	"P12"	"1H2"	17440	56080	150	14188	19588	13624	69	3149	3149	4108	4585	111	92	65	1	3055662	3.376	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	11039	16439	11039	16439	156	872	100	7719
0	0	0	41	8	5	"MSP6"	"1D4"	17670	56080	150	65535	58040	17949	30	3512	3512	6303	10079	159	92	88	81	9054307	5.133	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	62023	54528	62023	54528	156	872	100	7720
0	0	0	41	1	6	"PFD1130W"	"1F2"	16060	56310	150	14246	17187	9305	54	5590	5590	6703	2748	40	98	86	0	2681224	3.815	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	8656	11597	8656	11597	156	972	100	7721
0	0	0	41	2	6	"EBA 140"	"1B4"	16290	56310	150	9405	9950	2337	23	8483	8483	11707	10031	85	1	1	0	1552219	-0.175	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	922	1467	922	1467	156	872	100	7722
0	0	0	41	3	6	"MSRP2"	"1H4"	16520	56310	150	65535	65309	1935	2	7950	7950	11748	11948	101	100	100	96	10188183	4.483	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	57585	57359	57585	57359	156	872	100	7723
0	0	0	41	4	6	"MSRP5"	"1D6"	16750	56310	150	11679	18843	16090	85	4768	4768	6228	6427	103	53	28	4	2939514	1.963	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	6911	14075	6911	14075	156	872	100	7724
0	0	0	41	5	6	"P34"	"1F6"	16980	56310	150	11479	16902	13271	78	3866	3866	4611	3224	69	96	58	1	2636700	3.812	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	7613	13036	7613	13036	156	872	100	7725
0	0	0	41	6	6	"MSP8"	"1B2"	17210	56310	150	65535	59947	12897	21	3564	3564	4971	5667	114	99	97	60	9351779	9.701	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	61971	56383	61971	56383	156	872	100	7726
0	0	0	41	7	6	"P12"	"1H2"	17440	56310	150	16054	19010	10560	55	3259	3259	3779	3061	81	96	92	0	2965612	4.976	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	12795	15751	12795	15751	156	872	100	7727
0	0	0	41	8	6	"MSP6"	"1D4"	17670	56310	150	65535	59494	15895	26	3080	3080	6053	10441	172	95	92	84	9281132	5.118	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	62455	56414	62455	56414	156	872	100	7728
0	0	0	41	1	7	"PF1400044"	"1N1"	16060	56540	150	27136	27377	9223	33	7539	7539	9027	4404	48	92	88	0	4270747	4.167	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	19597	19838	19597	19838	156	972	100	7729
0	0	0	41	2	7	"MSP1"	"1J3"	16290	56540	150	65535	65535	0	0	11877	11877	16007	11038	68	100	100	100	10223460	4.487	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	53658	53658	53658	53658	156	872	100	7730
0	0	0	41	3	7	"RON6"	"1P3"	16520	56540	150	20209	23478	11672	49	8618	8618	12878	12792	99	46	11	2	3662543	0.829	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	11591	14860	11591	14860	156	872	100	7731
0	0	0	41	4	7	"MSP9"	"1L5"	16750	56540	150	41755	42318	13851	32	5306	5306	6824	6418	94	96	94	5	6601625	5.530	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	36449	37012	36449	37012	156	872	100	7732
0	0	0	41	5	7	"PTEX150"	"1N5"	16980	56540	150	65535	62190	11316	18	4448	4448	5591	6876	122	99	96	88	9701565	8.231	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	61087	57742	61087	57742	156	872	100	7733
0	0	0	41	6	7	"SERA7"	"1J1"	17210	56540	150	26946	27484	13238	48	3436	3436	5048	6335	125	91	82	0	4287547	3.542	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	23510	24048	23510	24048	156	872	100	7734
0	0	0	41	7	7	"MSP2"	"1P1"	17440	56540	150	65535	61219	13183	21	3262	3262	4588	6552	142	99	96	85	9550184	8.643	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	62273	57957	62273	57957	156	872	100	7735
0	0	0	41	8	7	"SERA3"	"1L3"	17670	56540	150	48977	46973	17498	37	2638	2638	4565	7995	175	92	90	19	7327793	5.304	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	46339	44335	46339	44335	156	872	100	7736
0	0	0	41	1	8	"PF1400044"	"1N1"	16060	56770	150	28661	29716	12033	40	8471	8471	9919	5029	50	92	85	3	4635732	3.937	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	20190	21245	20190	21245	156	972	100	7737
0	0	0	41	2	8	"MSP1"	"1J3"	16290	56770	150	65535	65535	0	0	13678	13678	18361	12596	68	100	100	100	10223460	3.745	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	51857	51857	51857	51857	156	872	100	7738
0	0	0	41	3	8	"RON6"	"1P3"	16520	56770	150	21286	22661	8210	36	8315	8315	11770	11389	96	62	10	0	3535123	0.956	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	12971	14346	12971	14346	156	872	100	7739
0	0	0	41	4	8	"MSP9"	"1L5"	16750	56770	150	38413	40021	13940	34	5431	5431	6072	3529	58	97	95	6	6243300	9.620	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	32982	34590	32982	34590	156	872	100	7740
0	0	0	41	5	8	"PTEX150"	"1N5"	16980	56770	150	65535	61782	12134	19	4580	4580	6116	8217	134	98	96	87	9637936	6.774	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	60955	57202	60955	57202	156	872	100	7741
0	0	0	41	6	8	"SERA7"	"1J1"	17210	56770	150	27143	28841	15865	55	3393	3393	4286	4451	103	91	87	6	4499208	5.517	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	23750	25448	23750	25448	156	872	100	7742
0	0	0	41	7	8	"MSP2"	"1P1"	17440	56770	150	65535	59113	16122	27	3294	3294	5621	9183	163	94	92	81	9221602	5.825	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	62241	55819	62241	55819	156	872	100	7743
0	0	0	41	8	8	"SERA3"	"1L3"	17670	56770	150	55952	48393	19306	39	2662	2662	3813	5479	143	92	89	23	7549338	8.137	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	53290	45731	53290	45731	156	872	100	7744
0	0	0	41	1	9	"PF1400044"	"1N1"	16060	57000	150	28846	30469	9480	31	7115	7115	9182	5484	59	99	94	0	4753229	3.882	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	21731	23354	21731	23354	156	972	100	7745
0	0	0	41	2	9	"MSP1"	"1J3"	16290	57000	150	65535	65535	0	0	12229	12229	17131	13110	76	100	100	100	10223460	3.692	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	53306	53306	53306	53306	156	872	100	7746
0	0	0	41	3	9	"RON6"	"1P3"	16520	57000	150	26768	30747	13344	43	7240	7240	11628	11725	100	85	38	4	4796468	1.631	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	19528	23507	19528	23507	156	872	100	7747
0	0	0	41	4	9	"MSP9"	"1L5"	16750	57000	150	39719	40752	10802	26	5605	5605	6891	5881	85	99	99	1	6357250	5.758	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	34114	35147	34114	35147	156	872	100	7748
0	0	0	41	5	9	"PTEX150"	"1N5"	16980	57000	150	65535	65191	2427	3	4626	4626	5530	6101	110	100	100	95	10169858	9.779	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	60909	60565	60909	60565	156	872	100	7749
0	0	0	41	6	9	"SERA7"	"1J1"	17210	57000	150	31073	31957	13598	42	3258	3258	3545	1476	41	99	97	3	4985219	19.249	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	27815	28699	27815	28699	156	872	100	7750
0	0	0	41	7	9	"MSP2"	"1P1"	17440	57000	150	65535	63553	7825	12	2913	2913	4496	7292	162	100	99	90	9914222	8.099	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	62622	60640	62622	60640	156	872	100	7751
0	0	0	41	8	9	"SERA3"	"1L3"	17670	57000	150	58404	53660	14677	27	2609	2609	3318	2988	90	100	98	35	8370935	16.848	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	55795	51051	55795	51051	156	872	100	7752
0	0	0	41	1	10	"P41"	"1N2"	16060	57230	150	17902	18665	8833	47	5233	5233	5901	2292	38	91	83	1	2911810	5.569	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	12669	13432	12669	13432	156	972	100	7753
0	0	0	41	2	10	"RON3"	"1J4"	16290	57230	150	23230	25170	10538	41	6300	6300	8955	8720	97	88	48	1	3926584	1.860	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	16930	18870	16930	18870	156	872	100	7754
0	0	0	41	3	10	"PF92"	"1P4"	16520	57230	150	32164	32945	15031	45	5698	5698	6714	3882	57	92	88	3	5139418	6.757	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	26466	27247	26466	27247	156	872	100	7755
0	0	0	41	4	10	"MSRP1"	"1L6"	16750	57230	150	65535	65466	737	1	5465	5465	7122	6816	95	100	100	99	10212752	8.560	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	60070	60001	60070	60001	156	872	100	7756
0	0	0	41	5	10	"EBA175"	"1N6"	16980	57230	150	65535	58688	16014	27	4551	4551	4801	3173	66	99	96	77	9155351	16.983	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	60984	54137	60984	54137	156	872	100	7757
0	0	0	41	6	10	"TLP"	"1J2"	17210	57230	150	30280	29976	16833	56	2975	2975	3456	3435	99	89	83	3	4676263	7.721	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	27305	27001	27305	27001	156	872	100	7758
0	0	0	41	7	10	"PF3D7_0606800"	"1P2"	17440	57230	150	9937	11756	9466	80	2619	2619	3267	3756	114	79	48	1	1833984	2.260	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	7318	9137	7318	9137	156	872	100	7759
0	0	0	41	8	10	"PFA0135W"	"1L4"	17670	57230	150	9052	15626	16619	106	2433	2433	2813	2133	75	79	71	4	2437608	6.007	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	6619	13193	6619	13193	156	872	100	7760
0	0	0	41	1	11	"P41"	"1N2"	16060	57460	150	16617	16446	6261	38	4128	4128	4174	564	13	100	96	0	2565616	21.759	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	12489	12318	12489	12318	156	972	100	7761
0	0	0	41	2	11	"RON3"	"1J4"	16290	57460	150	24896	25518	10496	41	4270	4270	4381	820	18	100	99	0	3980778	25.777	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	20626	21248	20626	21248	156	872	100	7762
0	0	0	41	3	11	"PF92"	"1P4"	16520	57460	150	29606	29999	13812	46	4534	4534	4809	1424	29	99	95	1	4679852	17.690	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	25072	25465	25072	25465	156	872	100	7763
0	0	0	41	4	11	"MSRP1"	"1L6"	16750	57460	150	65535	65228	2723	4	5044	5044	6016	4240	70	100	100	98	10175623	13.965	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	60491	60184	60491	60184	156	872	100	7764
0	0	0	41	5	11	"EBA175"	"1N6"	16980	57460	150	65535	56356	19129	33	4273	4273	4475	2370	52	96	94	76	8791481	21.891	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	61262	52083	61262	52083	156	872	100	7765
0	0	0	41	6	11	"TLP"	"1J2"	17210	57460	150	24287	25152	14467	57	2777	2777	3109	1989	63	89	85	1	3923731	11.082	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	21510	22375	21510	22375	156	872	100	7766
0	0	0	41	7	11	"PF3D7_0606800"	"1P2"	17440	57460	150	11776	17818	16964	95	2468	2468	2726	1418	52	84	80	5	2779633	10.643	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	9308	15350	9308	15350	156	872	100	7767
0	0	0	41	8	11	"PFA0135W"	"1L4"	17670	57460	150	9726	13916	12637	90	2316	2316	2571	1444	56	85	83	2	2170853	7.857	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	7410	11600	7410	11600	156	872	100	7768
0	0	0	41	1	12	"P41"	"1N2"	16060	57690	150	18586	18042	8531	47	3526	3526	3540	615	17	97	93	0	2814623	23.580	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	15060	14516	15060	14516	156	972	100	7769
0	0	0	41	2	12	"RON3"	"1J4"	16290	57690	150	22371	22815	10267	45	3502	3502	3593	1412	39	99	94	0	3559141	13.613	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	18869	19313	18869	19313	156	872	100	7770
0	0	0	41	3	12	"PF92"	"1P4"	16520	57690	150	31519	31757	15208	47	3709	3709	4182	2184	52	94	92	3	4954020	12.626	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	27810	28048	27810	28048	156	872	100	7771
0	0	0	41	4	12	"MSRP1"	"1L6"	16750	57690	150	65535	65055	3108	4	4598	4598	5357	2978	55	100	100	96	10148653	20.046	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	60937	60457	60937	60457	156	872	100	7772
0	0	0	41	5	12	"EBA175"	"1N6"	16980	57690	150	65535	59847	14285	23	3277	3277	4056	2231	55	100	100	80	9336117	25.007	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	62258	56570	62258	56570	156	872	100	7773
0	0	0	41	6	12	"TLP"	"1J2"	17210	57690	150	30649	30765	18443	59	2617	2617	2848	1261	44	93	89	4	4799294	22.139	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	28032	28148	28032	28148	156	872	100	7774
0	0	0	41	7	12	"PF3D7_0606800"	"1P2"	17440	57690	150	11916	14404	11406	79	2416	2416	2687	1541	57	84	81	1	2246959	7.604	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	9500	11988	9500	11988	156	872	100	7775
0	0	0	41	8	12	"PFA0135W"	"1L4"	17670	57690	150	12746	17124	14064	82	2231	2231	2581	2644	102	84	78	0	2671404	5.500	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	10515	14893	10515	14893	156	872	100	7776
0	0	0	41	1	13	"PF3D7_0525800 (IMC1g)"	"1F7"	16060	57920	150	23661	22624	12460	55	3053	3053	3150	958	30	89	85	0	3529303	20.328	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	20608	19571	20608	19571	156	972	100	7777
0	0	0	41	2	13	"PF3D7_1460600 (ISP3)"	"1B9"	16290	57920	150	15433	16539	9983	60	2931	2931	3135	1653	52	89	87	0	2580154	8.109	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	12502	13608	12502	13608	156	872	100	7778
0	0	0	41	3	13	"PF3D7_1455300"	"1H9"	16520	57920	150	17448	18413	10868	59	2911	2911	3071	754	24	94	91	1	2872356	20.347	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	14537	15502	14537	15502	156	872	100	7779
0	0	0	41	4	13	"PF3D7_1025300"	"1D11"	16750	57920	150	3092	3254	743	22	2881	2881	3670	2797	76	2	1	0	507618	-0.149	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	211	373	211	373	156	872	100	7780
0	0	0	41	5	13	"PF3D7_0925900"	"1F11"	16980	57920	150	14248	20646	18363	88	2644	2644	2936	1239	42	85	82	4	3220723	14.294	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	11604	18002	11604	18002	156	872	100	7781
0	0	0	41	6	13	"PF3D7_0831400"	"1B7"	17210	57920	150	18398	20750	14414	69	2488	2488	2655	873	32	87	85	1	3237026	20.727	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	15910	18262	15910	18262	156	872	100	7782
0	0	0	41	7	13	"PF3D7_0730800.2"	"1H7"	17440	57920	150	65535	53444	22257	41	2463	2463	2951	2664	90	93	90	73	8337207	18.954	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	63072	50981	63072	50981	156	872	100	7783
0	0	0	41	8	13	"PF3D7_1407800 (PM4)"	"1D9"	17670	57920	150	2638	5953	10315	173	2229	2229	2784	3330	119	17	11	0	928706	0.952	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	409	3724	409	3724	156	872	100	7784
