ATF	1.0
30	41    
"Type=GenePix Export 3"
"DateTime=2017/08/29 15:50:50"
"Settings="
"GalFile=Z:\Multicenter study\gal file\gal file_4`.gal"
"PixelSize=10"
"Wavelengths=635"
"ImageFiles=Z:\Multicenter study\28_08-2017\datascan_28-8\KK2-18.tif 0"
"NormalizationMethod=None"
"NormalizationFactors=1"
"JpegImage="
"StdDev=Type 1"
"RatioFormulations=W1/W2 (635/594)"
"FeatureType=Circular"
"Barcode="
"BackgroundSubtraction=LocalFeature"
"ImageOrigin=0, 0"
"JpegOrigin=1720, 830"
"Creator=GenePix Pro 7.3.0.0"
"Scanner=GenePix 4300 [141110]"
"FocusPosition=0"
"Temperature=0"
"LinesAveraged=1"
"Comment="
"PMTGain=400"
"ScanPower=100"
"LaserPower=0.65"
"Filters=Standard Red"
"ScanRegion=0,0,2200,7200"
"ScanArea=1"
"Supplier="
"Flags"	"Normalize"	"Autoflag"	"Block"	"Column"	"Row"	"Name"	"ID"	"X"	"Y"	"Dia."	"F635 Median"	"F635 Mean"	"F635 SD"	"F635 CV"	"B635"	"B635 Median"	"B635 Mean"	"B635 SD"	"B635 CV"	"% > B635+1SD"	"% > B635+2SD"	"F635 % Sat."	"F635 Total Intensity"	"SNR 635"	"Ratio of Medians (635/594)"	"Ratio of Means (635/594)"	"Median of Ratios (635/594)"	"Mean of Ratios (635/594)"	"Ratios SD (635/594)"	"Rgn Ratio (635/594)"	"Rgn R2 (635/594)"	"Log Ratio (635/594)"	"F635 Median - B635"	"F635 Mean - B635"	"Sum of Medians (635/594)"	"Sum of Means (635/594)"	"F Pixels"	"B Pixels"	"Circularity"	"Index"
0	0	0	24	3	13	"PF3D7_0830500"	"1G9"	18450	30930	150	5937	8011	7778	97	1606	1606	1684	539	32	90	88	0	1249746	11.738	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	4331	6405	4331	6405	156	872	100	4515
0	0	0	24	4	13	"PF3D7_1462300"	"1C11"	18680	30930	150	6333	7178	6004	83	1694	1694	1939	2245	115	78	53	0	1119708	2.334	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	4639	5484	4639	5484	156	872	100	4516
0	0	0	24	5	13	"PF3D7_1229300"	"1E11"	18910	30930	150	14807	19838	17283	87	1762	1762	1810	562	31	92	90	3	3094714	32.078	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	13045	18076	13045	18076	156	872	100	4517
0	0	0	24	6	13	"PF3D7_1237900"	"1A7"	19140	30930	150	1886	2265	1897	83	1858	1858	1892	361	19	10	9	0	353389	1.033	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	28	407	28	407	156	872	100	4518
0	0	0	24	7	13	"PF3D7_1252300"	"1G7"	19370	30930	150	1794	1862	360	19	1876	1876	1971	580	29	3	3	0	290481	-0.188	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-82	-14	-82	-14	156	872	100	4519
0	0	0	24	8	13	"PF3D7_0629500_SEG1"	"1C9"	19600	30930	150	10297	11600	9112	78	1868	1868	2037	1291	63	82	79	0	1809530	7.407	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	8429	9732	8429	9732	156	972	100	4520
0	0	0	24	1	14	"PF3D7_1401600 (PHISTB)"	"1E7"	17990	31160	150	21088	21643	14209	65	1530	1530	1582	276	17	96	93	3	3376260	72.685	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	19558	20113	19558	20113	156	854	100	4521
0	0	0	24	2	14	"PF3D7-1137300"	"1A9"	18220	31160	150	10666	10559	5599	53	1599	1599	1640	250	15	98	95	0	1647253	35.676	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	9067	8960	9067	8960	156	872	100	4522
0	0	0	24	3	14	"PF3D7_0830500"	"1G9"	18450	31160	150	5927	6802	5403	79	1658	1658	1732	495	28	87	87	0	1061101	10.242	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	4269	5144	4269	5144	156	872	100	4523
0	0	0	24	4	14	"PF3D7_1462300"	"1C11"	18680	31160	150	6102	6103	2984	48	1771	1771	1925	1144	59	81	76	0	952109	3.652	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	4331	4332	4331	4332	156	872	100	4524
0	0	0	24	5	14	"PF3D7_1229300"	"1E11"	18910	31160	150	13630	12748	7094	55	1854	1854	1898	415	21	92	88	0	1988624	26.145	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	11776	10894	11776	10894	156	872	100	4525
0	0	0	24	6	14	"PF3D7_1237900"	"1A7"	19140	31160	150	1866	1957	426	21	1892	1892	2077	1946	93	1	1	0	305295	-0.062	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-26	65	-26	65	156	872	100	4526
0	0	0	24	7	14	"PF3D7_1252300"	"1G7"	19370	31160	150	1759	1767	71	4	1849	1849	2061	1968	95	0	0	0	275586	-0.149	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-90	-82	-90	-82	156	872	100	4527
0	0	0	24	8	14	"PF3D7_0629500_SEG1"	"1C9"	19600	31160	150	11730	13939	12192	87	1811	1811	1858	346	18	86	84	0	2174408	34.916	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	9919	12128	9919	12128	156	972	100	4528
0	0	0	24	1	15	"PF3D7_1401600 (PHISTB)"	"1E7"	17990	31390	150	19329	18261	7282	39	1534	1534	1577	261	16	100	99	0	2848737	63.923	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	17795	16727	17795	16727	156	854	100	4529
0	0	0	24	2	15	"PF3D7-1137300"	"1A9"	18220	31390	150	10381	10165	5417	53	1609	1609	1647	257	15	99	96	0	1585763	33.144	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	8772	8556	8772	8556	156	872	100	4530
0	0	0	24	3	15	"PF3D7_0830500"	"1G9"	18450	31390	150	4983	6299	7329	116	1661	1661	1847	1791	96	74	44	1	982597	2.486	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	3322	4638	3322	4638	156	872	100	4531
0	0	0	24	4	15	"PF3D7_1462300"	"1C11"	18680	31390	150	6903	7297	5881	80	1781	1781	2050	2036	99	77	62	0	1138374	2.577	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	5122	5516	5122	5516	156	872	100	4532
0	0	0	24	5	15	"PF3D7_1229300"	"1E11"	18910	31390	150	13446	13321	7683	57	1923	1923	2147	644	29	92	90	0	2078034	17.351	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	11523	11398	11523	11398	156	872	100	4533
0	0	0	24	6	15	"PF3D7_1237900"	"1A7"	19140	31390	150	2234	2286	304	13	2075	2075	2906	2527	86	0	0	0	356661	-0.245	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	159	211	159	211	156	872	100	4534
0	0	0	24	7	15	"PF3D7_1252300"	"1G7"	19370	31390	150	1879	2373	1503	63	1908	1908	2312	2053	88	7	3	0	370214	0.030	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-29	465	-29	465	156	872	100	4535
0	0	0	24	8	15	"PF3D7_0629500_SEG1"	"1C9"	19600	31390	150	10431	9417	5712	60	1805	1805	1881	446	23	83	79	0	1469020	16.897	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	8626	7612	8626	7612	156	972	100	4536
0	0	0	24	1	16	"MSP1 Block 2 Palo Alto repeat"	"1E8"	17990	31620	150	5484	5313	2280	42	1533	1533	1609	597	37	85	80	0	828860	6.204	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	3951	3780	3951	3780	156	854	100	4537
0	0	0	24	2	16	"MSP1 Block 2 3D7 full"	"1A10"	18220	31620	150	5976	6374	2987	46	1631	1631	1693	430	25	94	90	0	994351	10.886	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	4345	4743	4345	4743	156	872	100	4538
0	0	0	24	3	16	"MSP1 Block 2 MAD20 repeat"	"1G10"	18450	31620	150	7991	8320	5957	71	1766	1766	1990	1838	92	81	71	0	1297869	3.444	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	6225	6554	6225	6554	156	872	100	4539
0	0	0	24	4	16	"MSP2 CHO"	"1C12"	18680	31620	150	65535	53008	22653	42	1965	1965	2333	1888	80	95	90	70	8269321	26.841	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	63570	51043	63570	51043	156	872	100	4540
0	0	0	24	5	16	"MBP"	"1E12"	18910	31620	150	22187	20783	11604	55	2660	2660	4219	5399	127	78	73	0	3242154	3.068	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	19527	18123	19527	18123	156	872	100	4541
0	0	0	24	6	16	"MSP2 DD2"	"1A8"	19140	31620	150	65535	63363	7435	11	4912	4912	7410	7974	107	100	100	88	9884664	7.017	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	60623	58451	60623	58451	156	872	100	4542
0	0	0	24	7	16	"MSP3 3D7"	"1G8"	19370	31620	150	12312	12370	7117	57	2879	2879	4425	4707	106	75	50	0	1929762	1.688	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	9433	9491	9433	9491	156	872	100	4543
0	0	0	24	8	16	"MSP1 Block 17"	"1C10"	19600	31620	150	52213	42142	24782	58	2037	2037	2268	913	40	87	85	22	6574147	43.674	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	50176	40105	50176	40105	156	972	100	4544
0	0	0	24	1	17	"MSP1 Block 2 Palo Alto repeat"	"1E8"	17990	31850	150	5565	5379	2251	41	1505	1505	1569	435	27	87	85	0	839191	8.759	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	4060	3874	4060	3874	156	854	100	4545
0	0	0	24	2	17	"MSP1 Block 2 3D7 full"	"1A10"	18220	31850	150	5803	6238	4880	78	1606	1606	1665	477	28	89	85	0	973179	9.587	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	4197	4632	4197	4632	156	872	100	4546
0	0	0	24	3	17	"MSP1 Block 2 MAD20 repeat"	"1G10"	18450	31850	150	9246	12082	13133	108	1796	1796	1880	606	32	86	81	3	1884767	16.835	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	7450	10286	7450	10286	156	872	100	4547
0	0	0	24	4	17	"MSP2 CHO"	"1C12"	18680	31850	150	65535	51691	23531	45	2105	2105	2353	804	34	96	93	67	8063799	61.366	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	63430	49586	63430	49586	156	872	100	4548
0	0	0	24	5	17	"MBP"	"1E12"	18910	31850	150	22802	21445	12036	56	3253	3253	5059	5990	118	78	72	0	3345379	2.736	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	19549	18192	19549	18192	156	872	100	4549
0	0	0	24	6	17	"MSP2 DD2"	"1A8"	19140	31850	150	65535	62642	8939	14	7591	7591	11024	10531	95	100	98	87	9772169	4.902	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	57944	55051	57944	55051	156	872	100	4550
0	0	0	24	7	17	"MSP3 3D7"	"1G8"	19370	31850	150	11399	11022	5801	52	3516	3516	5580	5316	95	68	22	0	1719440	1.024	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	7883	7506	7883	7506	156	872	100	4551
0	0	0	24	8	17	"MSP1 Block 17"	"1C10"	19600	31850	150	54220	42557	25405	59	2235	2235	2535	1617	63	85	81	28	6638866	24.751	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	51985	40322	51985	40322	156	972	100	4552
0	0	0	24	1	18	"MSP1 Block 2 Palo Alto repeat"	"1E8"	17990	32080	150	5921	6124	4148	67	1533	1533	1582	346	21	90	89	0	955269	13.127	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	4388	4591	4388	4591	156	854	100	4553
0	0	0	24	2	18	"MSP1 Block 2 3D7 full"	"1A10"	18220	32080	150	7149	7322	4205	57	1589	1589	1638	359	21	92	88	0	1142208	15.833	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	5560	5733	5560	5733	156	872	100	4554
0	0	0	24	3	18	"MSP1 Block 2 MAD20 repeat"	"1G10"	18450	32080	150	7720	7701	3865	50	1795	1795	1899	802	42	85	82	0	1201420	7.234	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	5925	5906	5925	5906	156	872	100	4555
0	0	0	24	4	18	"MSP2 CHO"	"1C12"	18680	32080	150	65535	50253	24703	49	2095	2095	2423	1176	48	92	88	66	7839503	40.672	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	63440	48158	63440	48158	156	872	100	4556
0	0	0	24	5	18	"MBP"	"1E12"	18910	32080	150	25550	24434	12655	51	3047	3047	4772	5101	106	82	78	0	3811707	3.855	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	22503	21387	22503	21387	156	872	100	4557
0	0	0	24	6	18	"MSP2 DD2"	"1A8"	19140	32080	150	65535	64083	5716	8	6813	6813	10700	10866	101	100	100	90	9996959	4.913	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	58722	57270	58722	57270	156	872	100	4558
0	0	0	24	7	18	"MSP3 3D7"	"1G8"	19370	32080	150	13290	12181	5736	47	3480	3480	5807	5850	100	71	31	0	1900287	1.090	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	9810	8701	9810	8701	156	872	100	4559
0	0	0	24	8	18	"MSP1 Block 17"	"1C10"	19600	32080	150	53152	42090	25011	59	2287	2287	2588	1643	63	84	82	23	6566112	24.043	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	50865	39803	50865	39803	156	972	100	4560
0	0	0	24	1	19	"Surfin 4.2 K1 A"	"1M7"	17990	32310	150	4383	4889	3924	80	1589	1589	1687	573	33	82	75	0	762702	5.588	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2794	3300	2794	3300	156	854	100	4561
0	0	0	24	2	19	"Surfin 4.2 3D7 A"	"1I9"	18220	32310	150	33465	30862	16995	55	1646	1646	1729	488	28	97	94	1	4814536	59.699	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	31819	29216	31819	29216	156	872	100	4562
0	0	0	24	3	19	"MSP DBL 2 N-terminal"	"1O9"	18450	32310	150	65535	50354	24088	47	1894	1894	2004	753	37	94	92	56	7855167	64.210	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	63641	48460	63641	48460	156	872	100	4563
0	0	0	24	4	19	"MSP1 Block 2 R033"	"1K11"	18680	32310	150	14935	13988	9111	65	2146	2146	2359	1090	46	80	74	0	2182073	10.669	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	12789	11842	12789	11842	156	872	100	4564
0	0	0	24	5	19	"MSP DBL 2 C-terminal"	"1M11"	18910	32310	150	45154	39163	23551	60	2366	2366	2932	1776	60	85	83	13	6109460	20.400	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	42788	36797	42788	36797	156	872	100	4565
0	0	0	24	6	19	"Surfin 4.2 3D7 B"	"1I7"	19140	32310	150	3101	3222	504	15	2669	2669	5642	8339	147	0	0	0	502559	-0.290	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	432	553	432	553	156	872	100	4566
0	0	0	24	7	19	"MSP1 Block 2 3D7 repeat"	"1O7"	19370	32310	150	20767	19259	11783	61	2375	2375	3252	2478	76	78	72	0	3004365	6.460	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	18392	16884	18392	16884	156	872	100	4567
0	0	0	24	8	19	"MSP1 Block 2 Wellcome repeat"	"1K9"	19600	32310	150	11011	11738	10283	87	1919	1919	2183	917	42	77	72	1	1831062	10.420	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	9092	9819	9092	9819	156	972	100	4568
0	0	0	24	1	20	"Surfin 4.2 K1 A"	"1M7"	17990	32540	150	3892	4635	4078	87	1681	1681	1806	629	34	73	69	0	723108	4.498	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2211	2954	2211	2954	156	854	100	4569
0	0	0	24	2	20	"Surfin 4.2 3D7 A"	"1I9"	18220	32540	150	34242	32314	18207	56	1824	1824	1913	617	32	94	92	3	5040923	49.272	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	32418	30490	32418	30490	156	872	100	4570
0	0	0	24	3	20	"MSP DBL 2 N-terminal"	"1O9"	18450	32540	150	65535	50751	23878	47	2058	2058	2140	545	25	95	93	58	7917166	89.194	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	63477	48693	63477	48693	156	872	100	4571
0	0	0	24	4	20	"MSP1 Block 2 R033"	"1K11"	18680	32540	150	15682	17055	13870	81	2151	2151	2232	472	21	84	81	1	2660502	31.405	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	13531	14904	13531	14904	156	872	100	4572
0	0	0	24	5	20	"MSP DBL 2 C-terminal"	"1M11"	18910	32540	150	42980	38494	23612	61	2205	2205	2308	514	22	89	87	8	6005108	70.401	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	40775	36289	40775	36289	156	872	100	4573
0	0	0	24	6	20	"Surfin 4.2 3D7 B"	"1I7"	19140	32540	150	2657	3504	3560	101	2218	2218	2303	1022	44	26	14	0	546678	1.175	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	439	1286	439	1286	156	872	100	4574
0	0	0	24	7	20	"MSP1 Block 2 3D7 repeat"	"1O7"	19370	32540	150	18223	16775	10805	64	2116	2116	2202	1051	47	77	74	0	2616873	13.866	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	16107	14659	16107	14659	156	872	100	4575
0	0	0	24	8	20	"MSP1 Block 2 Wellcome repeat"	"1K9"	19600	32540	150	9969	9454	5960	63	1939	1939	1983	332	16	79	75	0	1474790	22.503	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	8030	7515	8030	7515	156	972	100	4576
0	0	0	24	1	21	"Surfin 4.2 K1 A"	"1M7"	17990	32770	150	4645	6059	6692	110	2113	2113	2167	513	23	81	75	0	945154	7.587	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2532	3946	2532	3946	156	854	100	4577
0	0	0	24	2	21	"Surfin 4.2 3D7 A"	"1I9"	18220	32770	150	39364	36330	17135	47	2329	2329	2455	688	28	99	99	1	5667498	49.237	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	37035	34001	37035	34001	156	872	100	4578
0	0	0	24	3	21	"MSP DBL 2 N-terminal"	"1O9"	18450	32770	150	65535	52711	22549	42	2656	2656	2710	694	25	96	94	66	8222874	72.048	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	62879	50055	62879	50055	156	872	100	4579
0	0	0	24	4	21	"MSP1 Block 2 R033"	"1K11"	18680	32770	150	20300	19718	14257	72	2625	2625	3212	3988	124	73	70	0	3075974	4.139	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	17675	17093	17675	17093	156	872	100	4580
0	0	0	24	5	21	"MSP DBL 2 C-terminal"	"1M11"	18910	32770	150	50672	41290	25449	61	2559	2559	3257	4003	122	76	73	26	6441301	9.501	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	48113	38731	48113	38731	156	872	100	4581
0	0	0	24	6	21	"Surfin 4.2 3D7 B"	"1I7"	19140	32770	150	3087	3378	1360	40	2546	2546	3368	2058	61	10	4	0	526939	0.005	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	541	832	541	832	156	872	100	4582
0	0	0	24	7	21	"MSP1 Block 2 3D7 repeat"	"1O7"	19370	32770	150	24688	22010	15790	71	2891	2891	5653	7795	137	64	62	1	3433629	2.098	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	21797	19119	21797	19119	156	872	100	4583
0	0	0	24	8	21	"MSP1 Block 2 Wellcome repeat"	"1K9"	19600	32770	150	12740	12112	8331	68	2440	2440	4511	4933	109	64	52	0	1889486	1.541	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	10300	9672	10300	9672	156	972	100	4584
0	0	0	24	1	22	"Buffer"	"1M8"	17990	33000	150	2831	2824	173	6	2858	2858	2844	527	18	0	0	0	440603	-0.038	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-27	-34	-27	-34	156	854	100	4585
0	0	0	24	2	22	"Buffer"	"1I10"	18220	33000	150	3345	3438	1046	30	3282	3282	3327	688	20	4	2	0	536389	0.161	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	63	156	63	156	156	872	100	4586
0	0	0	24	3	22	"Buffer"	"1O10"	18450	33000	150	4007	4178	1315	31	3862	3862	4191	4012	95	1	1	0	651775	-0.003	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	145	316	145	316	156	872	100	4587
0	0	0	24	4	22	"Buffer"	"1K12"	18680	33000	150	4586	4572	407	8	4468	4468	4979	5428	109	0	0	0	713231	-0.075	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	118	104	118	104	156	872	100	4588
0	0	0	24	5	22	"Buffer"	"1M12"	18910	33000	150	6978	7969	3573	44	5023	5023	5092	3725	73	29	10	0	1243179	0.772	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1955	2946	1955	2946	156	872	100	4589
0	0	0	24	6	22	"Buffer"	"1I8"	19140	33000	150	9211	9334	2741	29	6098	6098	10608	13824	130	0	0	0	1456040	-0.092	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	3113	3236	3113	3236	156	872	100	4590
0	0	0	24	7	22	"Commercial Human IgG"	"1O8"	19370	33000	150	65535	65535	0	0	15426	15426	25850	21915	84	100	100	100	10223460	1.811	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	50109	50109	50109	50109	156	872	100	4591
0	0	0	24	8	22	"Landmark"	"1K10"	19600	33000	150	65535	64021	6397	9	31364	31364	28603	19637	68	96	0	92	9987309	1.804	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	34171	32657	34171	32657	156	972	100	4592
0	0	0	24	1	23	"Buffer"	"1M8"	17990	33230	150	3094	3073	215	6	2928	2928	2915	491	16	4	0	0	479398	0.322	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	166	145	166	145	156	854	100	4593
0	0	0	24	2	23	"Buffer"	"1I10"	18220	33230	150	3580	3579	419	11	3304	3304	3340	597	17	9	2	0	558341	0.400	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	276	275	276	275	156	872	100	4594
0	0	0	24	3	23	"Buffer"	"1O10"	18450	33230	150	3946	3927	346	8	3773	3773	4069	4019	98	0	0	0	612608	-0.035	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	173	154	173	154	156	872	100	4595
0	0	0	24	4	23	"Buffer"	"1K12"	18680	33230	150	4381	5083	4193	82	4250	4250	4168	1623	38	5	4	0	792949	0.564	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	131	833	131	833	156	872	100	4596
0	0	0	24	5	23	"Buffer"	"1M12"	18910	33230	150	6705	7694	4269	55	5165	5165	5345	3818	71	13	4	0	1200295	0.615	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1540	2529	1540	2529	156	872	100	4597
0	0	0	24	6	23	"Buffer"	"1I8"	19140	33230	150	9280	9140	1244	13	7429	7429	13720	15186	110	0	0	0	1425799	-0.302	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1851	1711	1851	1711	156	872	100	4598
0	0	0	24	7	23	"Commercial Human IgG"	"1O8"	19370	33230	150	65535	65535	0	0	37077	37077	38262	20289	53	100	0	100	10223460	1.344	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	28458	28458	28458	28458	156	872	100	4599
0	0	0	24	8	23	"Landmark"	"1K10"	19600	33230	150	65535	64094	5356	8	42861	42861	44462	12003	26	95	0	90	9998671	1.636	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	22674	21233	22674	21233	156	972	100	4600
0	0	0	24	1	24	"Buffer"	"1M8"	17990	33460	150	2050	2088	199	9	2035	2035	2224	451	20	2	1	0	325798	-0.302	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	15	53	15	53	156	954	100	4601
0	0	0	24	2	24	"Buffer"	"1I10"	18220	33460	150	2190	2220	204	9	2149	2149	2368	472	19	2	1	0	346370	-0.314	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	41	71	41	71	156	972	100	4602
0	0	0	24	3	24	"Buffer"	"1O10"	18450	33460	150	2484	2623	506	19	2223	2223	2469	492	19	21	8	0	409244	0.313	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	261	400	261	400	156	972	100	4603
0	0	0	24	4	24	"Buffer"	"1K12"	18680	33460	150	2358	2363	161	6	2318	2318	2565	525	20	1	1	0	368649	-0.385	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	40	45	40	45	156	972	100	4604
0	0	0	24	5	24	"Buffer"	"1M12"	18910	33460	150	23223	25266	17887	70	2870	2870	3147	1003	31	86	82	3	3941475	22.053	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	20353	22396	20353	22396	156	972	100	4605
0	0	0	24	6	24	"Buffer"	"1I8"	19140	33460	150	26585	33404	23229	69	4783	4783	10131	14187	140	59	43	21	5211019	1.640	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	21802	28621	21802	28621	156	972	100	4606
0	0	0	24	7	24	"Commercial Human IgG"	"1O8"	19370	33460	150	65535	65535	0	0	32640	32640	33948	22069	65	100	0	100	10223460	1.431	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	32895	32895	32895	32895	156	972	100	4607
0	0	0	24	8	24	"Landmark"	"1K10"	19600	33460	150	65535	65345	1293	1	45736	45736	45869	13167	28	99	0	96	10193785	1.479	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	19799	19609	19799	19609	156	1072	100	4608
0	0	0	25	1	1	"Landmark"	"1F1"	2120	37130	150	65535	65535	0	0	4956	4956	8764	12618	143	100	100	100	10223460	4.499	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	60579	60579	60579	60579	156	1072	100	4609
0	0	0	25	2	1	"MSP3.6"	"1B3"	2350	37130	150	5747	6713	3870	57	1683	1683	4025	8210	203	10	2	0	1047236	0.327	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	4064	5030	4064	5030	156	972	100	4610
0	0	0	25	3	1	"ETRAMP10.2"	"1H3"	2580	37130	150	9027	9382	2842	30	1275	1275	1331	645	48	100	100	0	1463615	12.482	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	7752	8107	7752	8107	156	972	100	4611
0	0	0	25	4	1	"GAMA"	"1D5"	2810	37130	150	24672	25852	10289	39	1211	1211	1600	2907	181	99	96	0	4032962	8.343	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	23461	24641	23461	24641	156	972	100	4612
0	0	0	25	5	1	"MSRP4"	"1F5"	3040	37130	150	65535	64559	5185	8	1405	1405	2322	4931	212	100	100	94	10071242	12.622	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	64130	63154	64130	63154	156	972	100	4613
0	0	0	25	6	1	"MSP4"	"1B1"	3270	37130	150	65535	65535	0	0	2752	2752	5974	12495	209	100	100	100	10223460	4.767	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	62783	62783	62783	62783	156	972	100	4614
